"source_code","source_vocabulary","frequency","source_concept_class","source_name","validity","standard_code","standard_name","standard_vocabulary","mapping_resource"
"1430636","CNK",153119,NA,"Ibuprofen EG 600 mg omh. tabl.",NA,"M01AE01",NA,"ATC(Non-Standard)",NA
"1517200","CNK",151577,NA,"Metformax 850 mg filmomh. tabl.",NA,"A10BA02",NA,"ATC(Non-Standard)",NA
"44867A.B","MEDIDOC",151475,NA,"Progesteron",NA,"2839-9","Progesterone (serum/plasma) - in mass/volume [�g/L]","LOINC","retam_table_032022"
"0113399","CNK",150767,NA,"Furadantine MC 100 mg harde caps.",NA,"J01XE01",NA,"ATC(Non-Standard)",NA
"D87","ICPC2",148274,NA,"Stoornis maagfunctie",NA,NA,NA,NA,NA
"1414309","CNK",146861,NA,"Burinex 1 mg tabl.",NA,"C03CA02",NA,"ATC(Non-Standard)",NA
"R53","ICD10",146383,"ICD10 Hierarchy","Malaise and fatigue","valid","271795006","Malaise and fatigue","SNOMED","cdm_v5_20240830"
"10000_.A","MEDIDOC",144260,NA,"Aard van het staal",NA,NA,NA,NA,NA
"63045C.X","MEDIDOC",143648,NA,"Cytologie cervix (Pap)",NA,NA,NA,NA,NA
"44377A.B","MEDIDOC",143591,NA,"CEA",NA,"2039-6","Carcinoembryonic Ag (serum/plasma)","LOINC","retam_table_032022"
"57420A.U","MEDIDOC",140984,NA,"Hemoglobine urine",NA,NA,NA,NA,NA
"P29","ICPC2",140637,NA,"Andere psychische symptomen/klachten",NA,NA,NA,NA,NA
"2324911","CNK",138728,NA,"M-M-RVAXPRO 1 DOS LYOPH INJ + SOLV",NA,"J07BD52","mazelen met bof en rubella, levend, verzwakt","ATC(Non-Standard)","vaccinet_20240909"
"2324911","CNK",138728,NA,"M-M-RVaxPro inj. susp. (pdr. + oplosm.) s.c./i.m. voorgev. spuit flac.",NA,"J07BD52",NA,"ATC(Non-Standard)",NA
"58464A.B","MEDIDOC",138534,NA,"Hepatitis C virus AL",NA,NA,NA,NA,NA
"M54.2","ICD10",137565,"ICD10 code","Cervicalgia","valid","81680005","Neck pain","SNOMED","cdm_v5_20240830"
"4314894","CNK",137326,NA,"Vaxzevria - AstraZeneca (1 dosis)",NA,"J07BN02","Covid-19, viral vector, non replicating","ATC(Non-Standard)","vaccinet_20240909"
"4314894","CNK",137326,NA,"Vaxzevria inj. susp. i.m. flac.",NA,"deleted",NA,"ATC(Non-Standard)",NA
"2663508","CNK",137255,NA,"Bisoprolol EG 2.5 mg tabl.",NA,"C07AB07",NA,"ATC(Non-Standard)",NA
"58511C.B","MEDIDOC",136681,NA,"Toxoplasmose IgM",NA,"8040-8","Toxoplasma gondii IgM (serum) - in units/volume","LOINC","retam_table_032022"
"F32.9","ICD10",136559,"ICD10 code","Depressive episode, unspecified","valid","871840004","Depressive episode","SNOMED","cdm_v5_20240830"
"13903_.U","MEDIDOC",135891,NA,"GRAMKLEURING URINE",NA,NA,NA,NA,NA
"2727105","CNK",135769,NA,"D-Cure 25000 IU/ml or. opl. amp._D-Cure 25000 IE/ml - 25000 IU/ml or. opl. amp.",NA,"A11CC05",NA,"ATC(Non-Standard)",NA
"2572477","CNK",135039,NA,"Coversyl 5 mg filmomh. tabl.",NA,"C09AA04",NA,"ATC(Non-Standard)",NA
"A04","ICPC2",134909,NA,"Algemene moeheid/zwakte",NA,NA,NA,NA,NA
"L86","ICPC2",134603,NA,"Rugsyndroom met uitstralende pijn",NA,NA,NA,NA,NA
"58148A.B","MEDIDOC",134425,NA,"Fibrine D dimeren",NA,"55449-3","D-dimer (platelet poor plasma) - in mass/volume","LOINC","retam_table_032022"
"E78.0","ICD10",133978,"ICD10 code","Pure hypercholesterolaemia","valid","267432004","Pure hypercholesterolemia","SNOMED","cdm_v5_20240830"
"2207512","CNK",133829,NA,"Amoxicilline EG 1000 mg filmomh. tabl.",NA,"J01CA04",NA,"ATC(Non-Standard)",NA
"S16","ICPC2",133431,NA,"Buil/kneuzing",NA,NA,NA,NA,NA
"Z00.0","ICD10",133024,"ICD10 code","General medical examination","valid","162673000","General examination of patient","SNOMED","cdm_v5_20240830"
"13913E_A","MEDIDOC",130975,NA,"EPITHEELCELLEN",NA,NA,NA,NA,NA
"63000C.B","MEDIDOC",130821,NA,"Erythroblasten",NA,NA,NA,NA,NA
"S74","ICPC2",129747,NA,"Dermatomycose",NA,NA,NA,NA,NA
"R77","ICPC2",128663,NA,"Acute laryngitis/tracheitis",NA,NA,NA,NA,NA
"58585_.F","MEDIDOC",128195,NA,"KULTUUR FAECES",NA,NA,NA,NA,NA
"N30.0","ICD10",127731,"ICD10 code","Acute cystitis","valid","68226007","Acute cystitis","SNOMED","cdm_v5_20240830"
"E11","ICD10",126988,"ICD10 Hierarchy","Type 2 diabetes mellitus","valid","44054006","Type 2 diabetes mellitus","SNOMED","cdm_v5_20240830"
"63012E.B","MEDIDOC",125824,NA,"Erythroblasten (absoluut)",NA,"771-6","Erythrocytes nucleated (blood) - in #/volume - automated count","LOINC","retam_table_032022"
"1132885","CNK",125747,NA,"Ibuprofen EG 400 mg omh. tabl.",NA,"M01AE01",NA,"ATC(Non-Standard)",NA
"0044057","CNK",125554,NA,"Glucophage 850 mg filmomh. tabl.",NA,"A10BA02",NA,"ATC(Non-Standard)",NA
"W78","ICPC2",124433,NA,"Zwangerschap",NA,NA,NA,NA,NA
"2055200","CNK",124258,NA,"Crestor 10 mg filmomh. tabl.",NA,"C10AA07",NA,"ATC(Non-Standard)",NA
"58201B_B","MEDIDOC",124104,NA,"Rhesus",NA,NA,NA,NA,NA
"J01.9","ICD10",123444,"ICD10 code","Acute sinusitis, unspecified","valid","15805002","Acute sinusitis","SNOMED","cdm_v5_20240830"
"00310A.U","MEDIDOC",122166,NA,"Aceton urine",NA,"5570-7","Aceton (urine) - in mass/volume","LOINC","retam_table_032022"
"L01","ICPC2",121928,NA,"Symptomen/klachten nek",NA,NA,NA,NA,NA
"S99","ICPC2",121725,NA,"Andere ziekte huid",NA,NA,NA,NA,NA
"03750A.B","MEDIDOC",121221,NA,"Normoblasten",NA,NA,NA,NA,NA
"58343A.B","MEDIDOC",121147,NA,"ANF",NA,"59069-5","Antinuclear antibodies (serum) - presence","LOINC","retam_table_032022"
"2810901","CNK",119402,NA,"Paracetamol Teva 1 g tabl.",NA,"N02BE01",NA,"ATC(Non-Standard)",NA
"3707767","CNK",118745,NA,"TRIAXIS voorgevulde spuit",NA,"J07AJ52","pertussis, gezuiverd antigeen, met toxoiden","ATC(Non-Standard)","vaccinet_20240909"
"3707767","CNK",118745,NA,"Triaxis inj. susp. i.m./s.c. voorgev. spuit",NA,"J07AJ52",NA,"ATC(Non-Standard)",NA
"13900Q.U","MEDIDOC",118600,NA,"Leukocyten urine (stick)",NA,NA,NA,NA,NA
"1077593","CNK",118183,NA,"TEDIVAX PRO ADULTO SER INJ 0,5ML",NA,"J07AM51","tetanustoxoide met difterietoxoide","ATC(Non-Standard)","vaccinet_20240909"
"1077593","CNK",118183,NA,"Tedivax Pro Adulto 0,5 ml/dose inj. susp. i.m./s.c. voorgev. spuit",NA,"J07AM51",NA,"ATC(Non-Standard)",NA
"13723B.B","MEDIDOC",117672,NA,"Bloedbezinking 2 uur",NA,NA,NA,NA,NA
"13707X_B","MEDIDOC",116836,NA,"RBC morfologie",NA,NA,NA,NA,NA
"57217E.B","MEDIDOC",114734,NA,"IgE (dosage)",NA,NA,NA,NA,NA
"57235A.B","MEDIDOC",114468,NA,"Zink",NA,"5763-8","Zinc (serum/plasma)","LOINC","retam_table_032022"
"Z25.1","ICD10",112882,"ICD10 code","Need for immunization against influenza","valid","698353005","Requires influenza virus vaccination","SNOMED","cdm_v5_20240830"
"63025E.B","MEDIDOC",112653,NA,"pH",NA,NA,NA,NA,NA
"0639880","CNK",112025,NA,"Monuril 3 g opl. (gran.) sachet",NA,"J01XX01",NA,"ATC(Non-Standard)",NA
"S03","ICPC2",111807,NA,"Wratten",NA,NA,NA,NA,NA
"D84","ICPC2",110124,NA,"Ziekte oesophagus",NA,NA,NA,NA,NA
"T91","ICPC2",109956,NA,"Vitamine-/voedingsdeficiëntie",NA,NA,NA,NA,NA
"57133C.B","MEDIDOC",108191,NA,"VLDL-cholesterol",NA,NA,NA,NA,NA
"L81","ICPC2",107514,NA,"Ander letsel bewegingsapparaat",NA,NA,NA,NA,NA
"2915361","CNK",106611,NA,"Bellozal 20 mg tabl.",NA,"R06AX29",NA,"ATC(Non-Standard)",NA
"H66.9","ICD10",104793,"ICD10 code","Otitis media, unspecified","valid","65363002","Otitis media","SNOMED","cdm_v5_20240830"
"2231868","CNK",104577,NA,"TETRAVAC SER PREMPL UD 0,5ML AIG SE",NA,"J07CA02","difterie - kinkhoest - poliomyelitis - tetanus","ATC(Non-Standard)","vaccinet_20240909"
"2231868","CNK",104577,NA,"Tetravac inj. susp. i.m. voorgev. spuit",NA,"J07CA02",NA,"ATC(Non-Standard)",NA
"B07","ICD10",104525,"ICD10 Hierarchy","Viral warts","valid","57019003","Verruca vulgaris","SNOMED","cdm_v5_20240830"
"57217B.B","MEDIDOC",104440,NA,"IgA (dosage)",NA,"2458-8","Immunoglobulin A (serum) - [g/L]","LOINC","retam_table_032022"
"P78","ICPC2",103877,NA,"Neurasthenie/surmenage",NA,NA,NA,NA,NA
"1696392","CNK",103488,NA,"NEISVAC C DOS 0,5 ML",NA,"J07AH07","meningokok c, gezuiverd geconjugeerd polysaccharidenantigeen","ATC(Non-Standard)","vaccinet_20240909"
"1696392","CNK",103488,NA,"Neisvac-C 10 µg/0,5 ml inj. susp. i.m. voorgev. spuit",NA,"J07AH07",NA,"ATC(Non-Standard)",NA
"3211927","CNK",102275,NA,"Mometasone EG 50 µg/dosis neusspray susp.",NA,"R01AD09",NA,"ATC(Non-Standard)",NA
"0119065","CNK",102153,NA,"Marcoumar 3 mg tabl.",NA,"B01AA04",NA,"ATC(Non-Standard)",NA
"58503M.B","MEDIDOC",101535,NA,"HIV 1+2 AL",NA,"31201-7","HIV 1 & 2 Ab (serum) - presence","LOINC","retam_table_032022"
"13511B.B","MEDIDOC",101387,NA,"Glucose serum",NA,NA,NA,NA,NA
"1103167","CNK",100771,NA,"Spasmomen 40 mg filmomh. tabl.",NA,"A03AB06",NA,"ATC(Non-Standard)",NA
"Z32.1","ICD10",100736,"ICD10 code","Pregnancy confirmed","valid","77386006","Pregnancy","SNOMED","cdm_v5_20240830"
"58475C.B","MEDIDOC",100710,NA,"Epstein-Barr IgM",NA,NA,NA,NA,NA
"1272665","CNK",100699,NA,"TWINRIX AD VACCIN SER INJ IM 1 ML",NA,"J07BC20","combinatiepreparaten","ATC(Non-Standard)","vaccinet_20240909"
"1272665","CNK",100699,NA,"Twinrix Adult inj. susp. s.c./i.m. voorgev. spuit_Twinrix Adulte inj. susp. i.m./s.c. voorgev. spuit",NA,"J07BC20",NA,"ATC(Non-Standard)",NA
"2470706","CNK",100357,NA,"Avamys 27.5 µg/dose - 27.5 µg/dosis neusspray susp. spuitbus",NA,"R01AD12",NA,"ATC(Non-Standard)",NA
"D01","ICPC2",100025,NA,"Gegeneraliseerde buikpijn/buikkrampen",NA,NA,NA,NA,NA
"L15","ICPC2",99992,NA,"Symptomen/klachten knie",NA,NA,NA,NA,NA
"13575E.U","MEDIDOC",99758,NA,"Glucosurie",NA,NA,NA,NA,NA
"4740098","CNK",99353,NA,"Comirnaty XBB 1.5 - Pfizer/BioNTech",NA,"J07BN01","Covid-19 vaccin RNA based","ATC(Non-Standard)","vaccinet_20240909"
"4740098","CNK",99353,NA,"Comirnaty Omicron XBB.1.5 30 µg/dosis inj. disp. i.m. flac.",NA,"J07BN01",NA,"ATC(Non-Standard)",NA
"63091L.U","MEDIDOC",99274,NA,"Ratio eiwit:creatinine urine",NA,NA,NA,NA,NA
"63228C.U","MEDIDOC",98703,NA,"Pathologische cylinders urine",NA,NA,NA,NA,NA
"1610187","CNK",98321,NA,"Symbicort Turbohaler 160 µg - 4,5 µg inhalatiepdr. multidos. cont.",NA,"R03AK07",NA,"ATC(Non-Standard)",NA
"H81","ICPC2",97758,NA,"Overmatig cerumen",NA,NA,NA,NA,NA
"0867556","CNK",97683,NA,"Brufen Forte 600 mg filmomh. tabl.",NA,"M01AE01",NA,"ATC(Non-Standard)",NA
"Z71.1","ICD10",97653,"ICD10 code","Person with feared complaint in whom no diagnosis is made","valid","81302005","Worried well","SNOMED","cdm_v5_20240830"
"57159B.B","MEDIDOC",97362,NA,"Standaard bicarbonaat",NA,NA,NA,NA,NA
"2455301","CNK",97235,NA,"Omeprazole EG 20 mg harde maagsapresist. caps.",NA,"A02BC01",NA,"ATC(Non-Standard)",NA
"57159C.B","MEDIDOC",97149,NA,"Base-excess",NA,NA,NA,NA,NA
"R97","ICPC2",97011,NA,"Allergische rhinitis",NA,NA,NA,NA,NA
"0275446","CNK",96554,NA,"Emconcor Mitis 5 mg filmomh. tabl.",NA,"C07AB07",NA,"ATC(Non-Standard)",NA
"1654086","CNK",96319,NA,"Cirrus 5 mg - 120 mg tabl. verl. afgifte",NA,"R01BA52",NA,"ATC(Non-Standard)",NA
"M79.6","ICD10",96072,"ICD10 code","Pain in limb","valid","90834002","Pain in limb","SNOMED","cdm_v5_20240830"
"F48.0","ICD10",95917,"ICD10 code","Neurasthenia","valid","111475002","Neurosis","SNOMED","cdm_v5_20240830"
"58475A.B","MEDIDOC",95225,NA,"Epstein-Barr IgG",NA,NA,NA,NA,NA
"44379B.B","MEDIDOC",94727,NA,"CA 15.3",NA,"6875-9","Cancer Ag 15-3 (serum/plasma)","LOINC","retam_table_032022"
"19660A.B","MEDIDOC",94303,NA,"Dermatophagoides pteronyssinus Ag d1",NA,"6096-2","European house dust mite IgE (serum) - [kU/L]","LOINC","retam_table_032022"
"H61.2","ICD10",93988,"ICD10 code","Impacted cerumen","valid","18070006","Impacted cerumen","SNOMED","cdm_v5_20240830"
"13900_.U","MEDIDOC",93500,NA,"MICROSCOPIE URINE",NA,NA,NA,NA,NA
"2689693","CNK",92490,NA,"Uni Diamicron 60 mg tabl. geregul. afgifte",NA,"A10BB09",NA,"ATC(Non-Standard)",NA
"L84","ICPC2",92450,NA,"Rugsyndroom zonder uitstralende pijn",NA,NA,NA,NA,NA
"58165A.B","MEDIDOC",92201,NA,"Fibrinogeen",NA,"55452-7","Fibrinogen (platelet poor plasma) - in mass/volume","LOINC","retam_table_032022"
"L18","ICPC2",90555,NA,"Spierpijn",NA,NA,NA,NA,NA
"L02","ICPC2",90142,NA,"Symptomen/klachten rug",NA,NA,NA,NA,NA
"J07AJ52","ATC",90140,"ATC 5th","pertussis, purified antigen, combinations with toxoids; systemic","valid","798306, 798302, 798304","tetanus toxoid vaccine, inactivated, acellular pertussis vaccine, inactivated, diphtheria toxoid vaccine, inactivated","RxNorm","cdm_v5_20240830"
"J07AJ52","ATC",90140,NA,"pertussis, gezuiverd antigeen, met toxoiden",NA,NA,NA,NA,NA
"J07AJ52","ATC",90140,NA,"pertussis, gezuiverd antigeen, met toxoiden",NA,NA,NA,NA,NA
"2744761","CNK",89702,NA,"Amoxicilline EG 1000 mg filmomh. tabl.",NA,"J01CA04",NA,"ATC(Non-Standard)",NA
"R81","ICPC2",89356,NA,"Pneumonie",NA,NA,NA,NA,NA
"1551282","CNK",88572,NA,"PREVENAR SUSP INJ FL + SER 1+ 1 NAA",NA,"J07AL02","pneumokok, gezuiverd geconjugeerd polysaccharidenantigeen","ATC(Non-Standard)","vaccinet_20240909"
"58351A.B","MEDIDOC",88172,NA,"Reumafactor (Waaler Rose)",NA,NA,NA,NA,NA
"44841A.B","MEDIDOC",88029,NA,"Parathormoon",NA,NA,NA,NA,NA
"44305B.B","MEDIDOC",87567,NA,"Foliumzuur erythrocytair",NA,NA,NA,NA,NA
"P06","ICPC2",87133,NA,"Slaapstoornis",NA,NA,NA,NA,NA
"2214906","CNK",86293,NA,"Tradonal Odis 50 mg orodisp. tabl.",NA,"N02AX02",NA,"ATC(Non-Standard)",NA
"2661544","CNK",85949,NA,"Nobiten 5 mg tabl.",NA,"C07AB12",NA,"ATC(Non-Standard)",NA
"3069416","CNK",85799,NA,"Trazodone EG 100 mg tabl.",NA,"N06AX05",NA,"ATC(Non-Standard)",NA
"1256080","CNK",85760,NA,"Bronchosedal Codeine 9 mg/10 ml siroop",NA,"R05DA04",NA,"ATC(Non-Standard)",NA
"J39.9","ICD10",85401,"ICD10 code","Disease of upper respiratory tract, unspecified","valid","201060008","Disorder of upper respiratory system","SNOMED","cdm_v5_20240830"
"0016832","CNK",85079,NA,"Allopurinol EG 300 mg tabl.",NA,"M04AA01",NA,"ATC(Non-Standard)",NA
"1715127","CNK",84651,NA,"Amoxiclav Sandoz 875 mg filmomh. tabl.",NA,"J01CR02",NA,"ATC(Non-Standard)",NA
"57122A.B","MEDIDOC",84530,NA,"Calcium (berekend, albumine gecorrigeerd)",NA,NA,NA,NA,NA
"13913_.A","MEDIDOC",84230,NA,"GRAMKLEURING",NA,"664-3","Gram stain","LOINC","retam_table_032022"
"1111426","CNK",83777,NA,"Indapamide EG 2.5 mg omh. tabl.",NA,"C03BA11",NA,"ATC(Non-Standard)",NA
"1539238","CNK",83117,NA,"Metformine Viatris 500 mg filmomh. tabl._Metformine Mylan 500 mg filmomh. tabl.",NA,"A10BA02",NA,"ATC(Non-Standard)",NA
"2544997","CNK",83035,NA,"Cetirizine EG 10 mg filmomh. tabl.",NA,"R06AE07",NA,"ATC(Non-Standard)",NA
"1766252","CNK",82460,NA,"Simvastatin Sandoz 20 mg filmomh. tabl.",NA,"C10AA01",NA,"ATC(Non-Standard)",NA
"57147C.B","MEDIDOC",82365,NA,"Beta-lipoproteine",NA,NA,NA,NA,NA
"D93","ICPC2",82057,NA,"Irritable bowel syndrome",NA,NA,NA,NA,NA
"58487A.B","MEDIDOC",81642,NA,"Rubella IgG",NA,"8014-3","Rubella IgG (serum) - in units/volume","LOINC","retam_table_032022"
"2663532","CNK",81279,NA,"ROTARIX SUSP BUV 1,5 ML",NA,"J07BH01","rotavirus, levend, verzwakt","ATC(Non-Standard)","vaccinet_20240909"
"2663532","CNK",81279,NA,"Rotarix or. susp. voorgev. applic. or._Rotarix or. susp.",NA,"J07BH01",NA,"ATC(Non-Standard)",NA
"T14.0","ICD10",81151,"ICD10 code","Superficial injury of unspecified body region","valid","125587004","Superficial injury","SNOMED","cdm_v5_20240830"
"3179959","CNK",81009,NA,"Deanxit 10 mg - 0,5 mg filmomh. tabl.",NA,"N06CA02",NA,"ATC(Non-Standard)",NA
"0062141","CNK",80947,NA,NA,NA,NA,NA,NA,NA
"D12","ICPC2",80787,NA,"Obstipatie",NA,NA,NA,NA,NA
"M53.1","ICD10",80232,"ICD10 code","Cervicobrachial syndrome","valid","33420007","Diffuse cervicobrachial syndrome","SNOMED","cdm_v5_20240830"
"0895540","CNK",80038,NA,"Medrol 32 mg tabl.",NA,"H02AB04",NA,"ATC(Non-Standard)",NA
"13554A.B","MEDIDOC",79832,NA,"Ratio AST:ALT",NA,NA,NA,NA,NA
"2087641","CNK",79313,NA,"Coruno 16 mg tabl. verl. afgifte",NA,"C01DX12",NA,"ATC(Non-Standard)",NA
"R10.4","ICD10",79311,"ICD10 code","Other and unspecified abdominal pain","valid","21522001","Abdominal pain","SNOMED","cdm_v5_20240830"
"57133F.B","MEDIDOC",79128,NA,"Ratio LDL:HDL",NA,NA,NA,NA,NA
"57217A.B","MEDIDOC",78137,NA,"IgG (dosage)",NA,"2465-3","Immunoglobulin G (serum) - [g/L]","LOINC","retam_table_032022"
"N89","ICPC2",77935,NA,"Migraine",NA,NA,NA,NA,NA
"S18","ICPC2",77710,NA,"Scheurwond/snijwond",NA,NA,NA,NA,NA
"R27","ICPC2",77598,NA,"Angst voor andere ziekte luchtwegen",NA,NA,NA,NA,NA
"1149939","CNK",76402,NA,"HAVRIX 1440 SER INJ IM 1ML",NA,"J07BC02","hepatitis a, geinactiveerd, intact virus","ATC(Non-Standard)","vaccinet_20240909"
"1149939","CNK",76402,NA,"Havrix 1440 inj. susp. i.m./s.c. voorgev. spuit",NA,"J07BC02",NA,"ATC(Non-Standard)",NA
"18960A.B","MEDIDOC",75535,NA,"IgE graspollen mengsel (gx3)",NA,NA,NA,NA,NA
"63102C.B","MEDIDOC",75464,NA,"Troponine T",NA,"6598-7","Troponin T (serum/plasma)","LOINC","retam_table_032022"
"R51","ICD10",75142,"ICD10 Hierarchy","Headache","valid","25064002","Headache","SNOMED","cdm_v5_20240830"
"1799121","CNK",75068,NA,"Dafalgan Forte 1 g filmomh. tabl.",NA,"N02BE01",NA,"ATC(Non-Standard)",NA
"F70","ICPC2",75035,NA,"Infectieuze conjunctivitis",NA,NA,NA,NA,NA
"63011B.U","MEDIDOC",75024,NA,"Aceton urine (stick)",NA,NA,NA,NA,NA
"13900C_F","MEDIDOC",74697,NA,"UITZICHT FAECES",NA,NA,NA,NA,NA
"K59.0","ICD10",74629,"ICD10 code","Constipation","valid","14760008","Constipation","SNOMED","cdm_v5_20240830"
"4471303B","MEDIDOC",74537,NA,"TSH (ELISA)",NA,NA,NA,NA,NA
"3031309","CNK",74323,NA,"Mometasone Sandoz 50 µg/dosis neusspray susp. spuitbus",NA,"R01AD09",NA,"ATC(Non-Standard)",NA
"4665212","CNK",74299,NA,"INFLUVAC TETRA 0,5ML SPUITAMP 2023",NA,"J07BB02","influenza, gezuiverd antigeen","ATC(Non-Standard)","vaccinet_20240909"
"4665212","CNK",74299,NA,"INFLUVAC TETRA 0,5ML SPUITAMP 2023",NA,"J07BB02","influenza, gezuiverd antigeen","ATC(Non-Standard)","vaccinet_20240909"
"4665212","CNK",74299,NA,"Influvac Tetra inj. susp. s.c./i.m. voorgev. spuit",NA,"J07BB02",NA,"ATC(Non-Standard)",NA
"N01","ICPC2",74269,NA,"Hoofdpijn",NA,NA,NA,NA,NA
"3181773","CNK",73939,NA,"L-Thyroxine Christiaens 100 µg tabl.",NA,"H03AA01",NA,"ATC(Non-Standard)",NA
"R95","ICPC2",73226,NA,"Chronisch obstructieve longziekte",NA,NA,NA,NA,NA
"S76","ICPC2",73130,NA,"Andere huidinfectie",NA,NA,NA,NA,NA
"S88","ICPC2",73089,NA,"Contacteczeem",NA,NA,NA,NA,NA
"3181757","CNK",72972,NA,"L-Thyroxine Christiaens 75 µg tabl.",NA,"H03AA01",NA,"ATC(Non-Standard)",NA
"N39.0","ICD10",72932,"ICD10 code","Urinary tract infection, site not specified","valid","68566005","Urinary tract infectious disease","SNOMED","cdm_v5_20240830"
"J22","ICD10",72918,"ICD10 Hierarchy","Unspecified acute lower respiratory infection","valid","195742007","Acute lower respiratory tract infection","SNOMED","cdm_v5_20240830"
"447110.B","MEDIDOC",72801,NA,"Prolactine",NA,"2842-3","Prolactin (serum/plasma) - in mass/volume [�g/L]","LOINC","retam_table_032022"
"T99","ICPC2",72755,NA,"Andere ziekte endocr/stofwis/voeding",NA,NA,NA,NA,NA
"57151E.B","MEDIDOC",72748,NA,"Beta-1-globuline elektroforese",NA,NA,NA,NA,NA
"2557197","CNK",72740,NA,"Pantomed 20 mg maagsapresist. tabl.",NA,"A02BC02",NA,"ATC(Non-Standard)",NA
"0103184","CNK",72515,NA,"Daktacort 20 mg/g + 10 mg/g crème crème",NA,"D01AC20",NA,"ATC(Non-Standard)",NA
"M75.1","ICD10",72460,"ICD10 code","Rotator cuff syndrome","valid","414033006","Disorder of rotator cuff","SNOMED","cdm_v5_20240830"
"L08","ICPC2",72313,NA,"Symptomen/klachten schouder",NA,NA,NA,NA,NA
"3377371","CNK",72307,NA,"Mometasone EG 50 µg/dosis neusspray susp.",NA,"R01AD09",NA,"ATC(Non-Standard)",NA
"U99","ICPC2",72241,NA,"Andere ziekte urinewegen",NA,NA,NA,NA,NA
"0014258","CNK",72154,NA,"Daktarin 20 mg/g crème",NA,"D01AC02",NA,"ATC(Non-Standard)",NA
"58210A.B","MEDIDOC",72034,NA,"Kell (K)",NA,"1096-7","Kell Ag (erythrocytes)","LOINC","retam_table_032022"
"13900E.U","MEDIDOC",71809,NA,"Urobiline urine",NA,NA,NA,NA,NA
"58203E.B","MEDIDOC",71785,NA,"Rhesus subgroep D",NA,"978-7","Rhesus D Ag (erythrocytes)","LOINC","retam_table_032022"
"1539246","CNK",71721,NA,"Metformine Viatris 850 mg filmomh. tabl._Metformine Mylan 850 mg filmomh. tabl.",NA,"A10BA02",NA,"ATC(Non-Standard)",NA
"58437C.B","MEDIDOC",71629,NA,"Mycoplasma pneumoniae IgM",NA,NA,NA,NA,NA
"571090.B","MEDIDOC",71203,NA,"Lactaat",NA,"2524-7","Lactate (serum/plasma)","LOINC","retam_table_032022"
"H72","ICPC2",71004,NA,"Otitis media met effusie",NA,NA,NA,NA,NA
"1657709","CNK",70839,NA,"Betahistine EG 16 mg tabl.",NA,"N07CA01",NA,"ATC(Non-Standard)",NA
"2881076","CNK",70760,NA,"Paracetamol EG Forte 1 g filmomh. tabl.",NA,"N02BE01",NA,"ATC(Non-Standard)",NA
"58353A.B","MEDIDOC",70600,NA,"Reumafactor (RIA)",NA,NA,NA,NA,NA
"3116225","CNK",70552,NA,"Mometasone Sandoz 50 µg/dosis neusspray susp. spuitbus",NA,"R01AD09",NA,"ATC(Non-Standard)",NA
"R99","ICPC2",70240,NA,"Andere ziekte luchtwegen",NA,NA,NA,NA,NA
"0321612","CNK",69711,NA,"Glucophage 500 mg filmomh. tabl._Glucophage 500 mg tabl.",NA,"A10BA02",NA,"ATC(Non-Standard)",NA
"57217C.B","MEDIDOC",69132,NA,"IgM (dosage)",NA,"2472-9","Immunoglobulin M (serum) - [g/L]","LOINC","retam_table_032022"
"0661140","CNK",69005,NA,"Spasmomen 40 mg filmomh. tabl.",NA,"A03AB06",NA,"ATC(Non-Standard)",NA
"X84","ICPC2",68959,NA,"Vaginitis/vulvitis nao",NA,NA,NA,NA,NA
"J04.1","ICD10",68538,"ICD10 code","Acute tracheitis","valid","26650005","Acute tracheitis","SNOMED","cdm_v5_20240830"
"L93","ICPC2",68537,NA,"Epicondylitis lateralis",NA,NA,NA,NA,NA
"1657907","CNK",68510,NA,"HBVAXPRO 5UG/0,5ML FL IM 1 X 5 UG/0",NA,"J07BC01","hepatitis b, gezuiverd antigeen","ATC(Non-Standard)","vaccinet_20240909"
